ns1:Name;ns1:TotalTimeSeconds;ns1:DistanceMeters;ns1:LatitudeDegrees;ns1:LongitudeDegrees;ns1:LatitudeDegrees2;ns1:LongitudeDegrees3;ns1:Intensity;ns1:Time;ns1:LatitudeDegrees4;ns1:LongitudeDegrees5;ns1:AltitudeMeters;ns2:Speed
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:02Z;-34,195347;-70,663218;607,042;3.4650806724415006
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:05Z;-34,195345;-70,663105;607,026;3.465080754584239
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:08Z;-34,195342;-70,662994;607,007;3.4047891991406627
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:12Z;-34,195339;-70,662848;607,095;3.358022717290199
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:16Z;-34,195342;-70,662709;607,012;3.1971234277178917
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:19Z;-34,195334;-70,662597;608,011;3.4624925132947877
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:22Z;-34,195329;-70,662486;607,069;3.4242787410236026
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:25Z;-34,195326;-70,662377;608,06;3.360083173646499
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:28Z;-34,195319;-70,662265;608,09;3.443419875918148
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:32Z;-34,195318;-70,662125;608,045;3.219149488689481
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:36Z;-34,19531;-70,661982;608,022;3.2955211066517274
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:40Z;-34,195307;-70,661845;608,062;3.15115437549076
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:44Z;-34,195306;-70,6617;609,008;3.343470837619471
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:48Z;-34,195295;-70,661568;608,007;3.060677948457541
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:52Z;-34,195288;-70,661437;609,019;3.0287074528793427
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:56Z;-34,195284;-70,661309;609,086;2.945213583384282
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:45:59Z;-34,195277;-70,661165;610,085;4.434833438517466
